	clpX_12
SRR2034334.234469-1/2	0.0
SRR2034334.234469-2/2	0.0
SRR2034334.241802-1/2	0.0
SRR2034334.241802-2/2	0.0
SRR2034334.244083-1/2	0.0
SRR2034334.244083-2/2	0.0
SRR2034334.246255-1/2	0.0
SRR2034334.246255-2/2	0.0
SRR2034334.253486-1/2	0.0
SRR2034334.253486-2/2	0.0
SRR2034334.259509-1/2	0.0
SRR2034334.259509-2/2	0.0
SRR2034334.263752-1/2	0.0
SRR2034334.263752-2/2	0.0
SRR2034334.265523-1/2	0.0
SRR2034334.265523-2/2	0.0
SRR2034334.266610-1/2	0.0
SRR2034334.266610-2/2	0.0
SRR2034334.267737-1/2	0.0
SRR2034334.267737-2/2	0.0
SRR2034334.26928-1/2	0.0
SRR2034334.26928-2/2	0.0
SRR2034334.269355-1/2	0.0
SRR2034334.269355-2/2	0.0
SRR2034334.269738-1/2	0.0
SRR2034334.269738-2/2	0.0
SRR2034334.270218-1/2	0.0
SRR2034334.270218-2/2	0.0
SRR2034334.270992-1/2	0.0
SRR2034334.270992-2/2	1.0
SRR2034334.276698-1/2	0.0
SRR2034334.276698-2/2	0.0
SRR2034334.288364-1/2	0.0
SRR2034334.288364-2/2	0.0
SRR2034334.290971-1/2	1.0
SRR2034334.290971-2/2	0.0
SRR2034334.291765-1/2	0.0
SRR2034334.291765-2/2	0.0
SRR2034334.29512-1/2	0.0
SRR2034334.29512-2/2	0.0
SRR2034334.297919-1/2	1.0
SRR2034334.297919-2/2	0.0
SRR2034334.298381-1/2	0.0
SRR2034334.298381-2/2	0.0
SRR2034334.301403-1/2	0.0
SRR2034334.301403-2/2	0.0
SRR2034334.30188-1/2	0.0
SRR2034334.30188-2/2	0.0
SRR2034334.302481-1/2	0.0
SRR2034334.302481-2/2	0.0
SRR2034334.307986-1/2	0.0
SRR2034334.307986-2/2	0.0
SRR2034334.3107-1/2	0.0
SRR2034334.3107-2/2	0.0
SRR2034334.312654-1/2	1.0
SRR2034334.312654-2/2	0.0
SRR2034334.316650-1/2	0.0
SRR2034334.316650-2/2	0.0
SRR2034334.317279-1/2	0.0
SRR2034334.317279-2/2	0.0
SRR2034334.325986-1/2	0.0
SRR2034334.325986-2/2	0.0
SRR2034334.327673-1/2	0.0
SRR2034334.327673-2/2	1.0
SRR2034334.330717-1/2	1.0
SRR2034334.330717-2/2	0.0
SRR2034334.332916-1/2	0.0
SRR2034334.332916-2/2	0.0
SRR2034334.333671-1/2	0.0
SRR2034334.333671-2/2	1.0
SRR2034334.333757-1/2	0.0
SRR2034334.333757-2/2	0.0
SRR2034334.334017-1/2	0.0
SRR2034334.334017-2/2	0.0
SRR2034334.336951-1/2	0.0
SRR2034334.336951-2/2	0.0
SRR2034334.340391-1/2	0.0
SRR2034334.340391-2/2	0.0
SRR2034334.345941-1/2	0.0
SRR2034334.345941-2/2	0.0
SRR2034334.351814-1/2	0.0
SRR2034334.351814-2/2	0.0
SRR2034334.354029-1/2	0.0
SRR2034334.354029-2/2	0.0
SRR2034334.354421-1/2	0.0
SRR2034334.354421-2/2	0.0
SRR2034334.35862-1/2	0.0
SRR2034334.35862-2/2	0.0
SRR2034334.35945-1/2	0.0
SRR2034334.35945-2/2	0.0
SRR2034334.36537-1/2	0.0
SRR2034334.36537-2/2	0.0
SRR2034334.376625-1/2	0.0
SRR2034334.376625-2/2	0.0
SRR2034334.378661-1/2	0.0
SRR2034334.378661-2/2	0.0
SRR2034334.379855-1/2	0.0
SRR2034334.379855-2/2	0.0
SRR2034334.382882-1/2	0.0
SRR2034334.382882-2/2	0.0
SRR2034334.384120-1/2	0.0
SRR2034334.384120-2/2	0.0
SRR2034334.387232-1/2	0.0
SRR2034334.387232-2/2	0.0
SRR2034334.391328-1/2	0.0
SRR2034334.391328-2/2	0.0
SRR2034334.393394-1/2	0.0
SRR2034334.393394-2/2	0.0
SRR2034334.399707-1/2	0.0
SRR2034334.399707-2/2	0.0
SRR2034334.400993-1/2	0.0
SRR2034334.400993-2/2	0.0
SRR2034334.405461-1/2	0.0
SRR2034334.405461-2/2	0.0
SRR2034334.406271-1/2	0.0
SRR2034334.406271-2/2	0.0
SRR2034334.40857-1/2	0.0
SRR2034334.40857-2/2	0.0
SRR2034334.409180-1/2	0.0
SRR2034334.409180-2/2	0.0
SRR2034334.412959-1/2	0.0
SRR2034334.412959-2/2	0.0
SRR2034334.415157-1/2	0.0
SRR2034334.415157-2/2	0.0
SRR2034334.416482-1/2	0.0
SRR2034334.416482-2/2	0.0
SRR2034334.421900-1/2	1.0
SRR2034334.421900-2/2	0.0
SRR2034334.425874-1/2	0.0
SRR2034334.425874-2/2	0.0
SRR2034334.427337-1/2	0.0
SRR2034334.427337-2/2	0.0
SRR2034334.428237-1/2	0.0
SRR2034334.428237-2/2	0.0
SRR2034334.434085-1/2	0.0
SRR2034334.434085-2/2	0.0
SRR2034334.434911-1/2	0.0
SRR2034334.434911-2/2	0.0
SRR2034334.44916-1/2	0.0
SRR2034334.44916-2/2	0.0
SRR2034334.451443-1/2	0.0
SRR2034334.451443-2/2	0.0
SRR2034334.451581-1/2	0.0
SRR2034334.451581-2/2	0.0
SRR2034334.451839-1/2	1.0
SRR2034334.451839-2/2	0.0
SRR2034334.458149-1/2	0.0
SRR2034334.458149-2/2	0.0
SRR2034334.45963-1/2	0.0
SRR2034334.45963-2/2	0.0
SRR2034334.463434-1/2	0.0
SRR2034334.463434-2/2	0.0
SRR2034334.465036-1/2	0.0
SRR2034334.465036-2/2	0.0
SRR2034334.467226-1/2	0.0
SRR2034334.467226-2/2	0.0
SRR2034334.47118-1/2	2.0
SRR2034334.47118-2/2	0.0
SRR2034334.47244-1/2	2.0
SRR2034334.47244-2/2	0.0
SRR2034334.474704-1/2	0.0
SRR2034334.474704-2/2	0.0
SRR2034334.476863-1/2	0.0
SRR2034334.476863-2/2	0.0
SRR2034334.477087-1/2	1.0
SRR2034334.477087-2/2	1.0
SRR2034334.480092-1/2	0.0
SRR2034334.480092-2/2	0.0
SRR2034334.483186-1/2	0.0
SRR2034334.483186-2/2	0.0
SRR2034334.485814-1/2	0.0
SRR2034334.485814-2/2	0.0
SRR2034334.48612-1/2	1.0
SRR2034334.48612-2/2	0.0
SRR2034334.496007-1/2	0.0
SRR2034334.496007-2/2	0.0
SRR2034334.49704-1/2	0.0
SRR2034334.49704-2/2	0.0
SRR2034334.497500-1/2	0.0
SRR2034334.497500-2/2	0.0
SRR2034334.499737-1/2	0.0
SRR2034334.499737-2/2	0.0
SRR2034334.500282-1/2	0.0
SRR2034334.500282-2/2	0.0
SRR2034334.500998-1/2	0.0
SRR2034334.500998-2/2	0.0
SRR2034334.501348-1/2	0.0
SRR2034334.501348-2/2	0.0
SRR2034334.507750-1/2	0.0
SRR2034334.507750-2/2	0.0
SRR2034334.510840-1/2	1.0
SRR2034334.510840-2/2	0.0
SRR2034334.511374-1/2	0.0
SRR2034334.511374-2/2	0.0
SRR2034334.513947-1/2	0.0
SRR2034334.513947-2/2	0.0
SRR2034334.520566-1/2	0.0
SRR2034334.520566-2/2	0.0
SRR2034334.520950-1/2	0.0
SRR2034334.520950-2/2	0.0
SRR2034334.522279-1/2	0.0
SRR2034334.522279-2/2	0.0
SRR2034334.524942-1/2	0.0
SRR2034334.524942-2/2	0.0
SRR2034334.525455-1/2	0.0
SRR2034334.525455-2/2	0.0
SRR2034334.527149-1/2	0.0
SRR2034334.527149-2/2	0.0
SRR2034334.529292-1/2	0.0
SRR2034334.529292-2/2	0.0
SRR2034334.531157-1/2	1.0
SRR2034334.531157-2/2	1.0
SRR2034334.532160-1/2	0.0
SRR2034334.532160-2/2	0.0
SRR2034334.532913-1/2	0.0
SRR2034334.532913-2/2	0.0
SRR2034334.53686-1/2	0.0
SRR2034334.53686-2/2	1.0
SRR2034334.537848-1/2	0.0
SRR2034334.537848-2/2	0.0
SRR2034334.542019-1/2	0.0
SRR2034334.542019-2/2	0.0
SRR2034334.551220-1/2	0.0
SRR2034334.551220-2/2	0.0
SRR2034334.55404-1/2	0.0
SRR2034334.55404-2/2	0.0
SRR2034334.557182-1/2	0.0
SRR2034334.557182-2/2	1.0
SRR2034334.5579-1/2	0.0
SRR2034334.5579-2/2	0.0
SRR2034334.561124-1/2	0.0
SRR2034334.561124-2/2	0.0
SRR2034334.566986-1/2	0.0
SRR2034334.566986-2/2	2.0
SRR2034334.570449-1/2	0.0
SRR2034334.570449-2/2	0.0
SRR2034334.571208-1/2	0.0
SRR2034334.571208-2/2	0.0
SRR2034334.571598-1/2	0.0
SRR2034334.571598-2/2	0.0
SRR2034334.572956-1/2	0.0
SRR2034334.572956-2/2	0.0
SRR2034334.573045-1/2	1.0
SRR2034334.573045-2/2	0.0
SRR2034334.574810-1/2	0.0
SRR2034334.574810-2/2	0.0
SRR2034334.575976-1/2	0.0
SRR2034334.575976-2/2	0.0
SRR2034334.577678-1/2	0.0
SRR2034334.577678-2/2	0.0
SRR2034334.578489-1/2	0.0
SRR2034334.578489-2/2	0.0
SRR2034334.580863-1/2	0.0
SRR2034334.580863-2/2	0.0
SRR2034334.582386-1/2	0.0
SRR2034334.582386-2/2	0.0
SRR2034334.584433-1/2	0.0
SRR2034334.584433-2/2	1.0
SRR2034334.584808-1/2	0.0
SRR2034334.584808-2/2	0.0
SRR2034334.596238-1/2	0.0
SRR2034334.596238-2/2	0.0
SRR2034334.599120-1/2	0.0
SRR2034334.599120-2/2	0.0
SRR2034334.604892-1/2	0.0
SRR2034334.604892-2/2	0.0
SRR2034334.612385-1/2	0.0
SRR2034334.612385-2/2	0.0
SRR2034334.615271-1/2	0.0
SRR2034334.615271-2/2	0.0
SRR2034334.615390-1/2	0.0
SRR2034334.615390-2/2	0.0
SRR2034334.619669-1/2	0.0
SRR2034334.619669-2/2	0.0
SRR2034334.62385-1/2	0.0
SRR2034334.62385-2/2	0.0
SRR2034334.644384-1/2	0.0
SRR2034334.644384-2/2	0.0
SRR2034334.647002-1/2	0.0
SRR2034334.647002-2/2	0.0
SRR2034334.647777-1/2	0.0
SRR2034334.647777-2/2	0.0
SRR2034334.653298-1/2	0.0
SRR2034334.653298-2/2	0.0
SRR2034334.65404-1/2	0.0
SRR2034334.65404-2/2	0.0
SRR2034334.654680-1/2	0.0
SRR2034334.654680-2/2	0.0
SRR2034334.65832-1/2	0.0
SRR2034334.65832-2/2	0.0
SRR2034334.659776-1/2	0.0
SRR2034334.659776-2/2	0.0
SRR2034334.66158-1/2	0.0
SRR2034334.66158-2/2	0.0
SRR2034334.667867-1/2	0.0
SRR2034334.667867-2/2	0.0
SRR2034334.668691-1/2	0.0
SRR2034334.668691-2/2	0.0
SRR2034334.66967-1/2	0.0
SRR2034334.66967-2/2	0.0
SRR2034334.680725-1/2	2.0
SRR2034334.680725-2/2	0.0
SRR2034334.681291-1/2	0.0
SRR2034334.681291-2/2	0.0
SRR2034334.682957-1/2	0.0
SRR2034334.682957-2/2	0.0
SRR2034334.687946-1/2	0.0
SRR2034334.687946-2/2	0.0
SRR2034334.690926-1/2	0.0
SRR2034334.690926-2/2	0.0
SRR2034334.691844-1/2	0.0
SRR2034334.691844-2/2	0.0
SRR2034334.691860-1/2	0.0
SRR2034334.691860-2/2	0.0
SRR2034334.700141-1/2	0.0
SRR2034334.700141-2/2	0.0
SRR2034334.701865-1/2	0.0
SRR2034334.701865-2/2	0.0
SRR2034334.705217-1/2	0.0
SRR2034334.705217-2/2	0.0
SRR2034334.705613-1/2	0.0
SRR2034334.705613-2/2	0.0
SRR2034334.708584-1/2	0.0
SRR2034334.708584-2/2	0.0
SRR2034334.71039-1/2	0.0
SRR2034334.71039-2/2	0.0
SRR2034334.712171-1/2	0.0
SRR2034334.712171-2/2	1.0
SRR2034334.713724-1/2	0.0
SRR2034334.713724-2/2	0.0
SRR2034334.721903-1/2	1.0
SRR2034334.721903-2/2	0.0
SRR2034334.722378-1/2	1.0
SRR2034334.722378-2/2	0.0
SRR2034334.725938-1/2	0.0
SRR2034334.725938-2/2	0.0
SRR2034334.726092-1/2	0.0
SRR2034334.726092-2/2	0.0
SRR2034334.727085-1/2	1.0
SRR2034334.727085-2/2	0.0
SRR2034334.727505-1/2	0.0
SRR2034334.727505-2/2	0.0
SRR2034334.736474-1/2	0.0
SRR2034334.736474-2/2	0.0
SRR2034334.736844-1/2	0.0
SRR2034334.736844-2/2	0.0
SRR2034334.740522-1/2	0.0
SRR2034334.740522-2/2	0.0
SRR2034334.740943-1/2	0.0
SRR2034334.740943-2/2	0.0
SRR2034334.742815-1/2	0.0
SRR2034334.742815-2/2	0.0
SRR2034334.742838-1/2	0.0
SRR2034334.742838-2/2	0.0
SRR2034334.750241-1/2	0.0
SRR2034334.750241-2/2	0.0
SRR2034334.75602-1/2	0.0
SRR2034334.75602-2/2	0.0
SRR2034334.757750-1/2	0.0
SRR2034334.757750-2/2	0.0
SRR2034334.763076-1/2	0.0
SRR2034334.763076-2/2	0.0
SRR2034334.766369-1/2	0.0
SRR2034334.766369-2/2	0.0
SRR2034334.772950-1/2	0.0
SRR2034334.772950-2/2	0.0
SRR2034334.774019-1/2	0.0
SRR2034334.774019-2/2	0.0
SRR2034334.779798-1/2	0.0
SRR2034334.779798-2/2	0.0
SRR2034334.783074-1/2	0.0
SRR2034334.783074-2/2	0.0
SRR2034334.786778-1/2	0.0
SRR2034334.786778-2/2	0.0
SRR2034334.78723-1/2	0.0
SRR2034334.78723-2/2	0.0
SRR2034334.787374-1/2	0.0
SRR2034334.787374-2/2	0.0
SRR2034334.788734-1/2	0.0
SRR2034334.788734-2/2	0.0
SRR2034334.789181-1/2	0.0
SRR2034334.789181-2/2	0.0
SRR2034334.796928-1/2	0.0
SRR2034334.796928-2/2	0.0
SRR2034334.800965-1/2	0.0
SRR2034334.800965-2/2	0.0
SRR2034334.803660-1/2	0.0
SRR2034334.803660-2/2	0.0
SRR2034334.805312-1/2	0.0
SRR2034334.805312-2/2	0.0
SRR2034334.806608-1/2	0.0
SRR2034334.806608-2/2	0.0
SRR2034334.812421-1/2	0.0
SRR2034334.812421-2/2	0.0
SRR2034334.81371-1/2	0.0
SRR2034334.81371-2/2	1.0
SRR2034334.821187-1/2	0.0
SRR2034334.821187-2/2	0.0
SRR2034334.821871-1/2	0.0
SRR2034334.821871-2/2	0.0
SRR2034334.822918-1/2	0.0
SRR2034334.822918-2/2	0.0
SRR2034334.824414-1/2	0.0
SRR2034334.824414-2/2	0.0
SRR2034334.82551-1/2	0.0
SRR2034334.82551-2/2	0.0
SRR2034334.828220-1/2	0.0
SRR2034334.828220-2/2	0.0
SRR2034334.831436-1/2	0.0
SRR2034334.831436-2/2	0.0
SRR2034334.833568-1/2	0.0
SRR2034334.833568-2/2	0.0
SRR2034334.835360-1/2	0.0
SRR2034334.835360-2/2	0.0
SRR2034334.836560-1/2	0.0
SRR2034334.836560-2/2	0.0
SRR2034334.83908-1/2	0.0
SRR2034334.83908-2/2	0.0
SRR2034334.839809-1/2	0.0
SRR2034334.839809-2/2	0.0
SRR2034334.840779-1/2	0.0
SRR2034334.840779-2/2	0.0
SRR2034334.843372-1/2	0.0
SRR2034334.843372-2/2	0.0
SRR2034334.844264-1/2	0.0
SRR2034334.844264-2/2	0.0
SRR2034334.844447-1/2	0.0
SRR2034334.844447-2/2	0.0
SRR2034334.847803-1/2	0.0
SRR2034334.847803-2/2	0.0
SRR2034334.8529-1/2	0.0
SRR2034334.8529-2/2	0.0
SRR2034334.857789-1/2	0.0
SRR2034334.857789-2/2	0.0
SRR2034334.86653-1/2	0.0
SRR2034334.86653-2/2	0.0
SRR2034334.867946-1/2	0.0
SRR2034334.867946-2/2	0.0
SRR2034334.870071-1/2	0.0
SRR2034334.870071-2/2	0.0
SRR2034334.878265-1/2	0.0
SRR2034334.878265-2/2	0.0
SRR2034334.883938-1/2	0.0
SRR2034334.883938-2/2	0.0
SRR2034334.889206-1/2	1.0
SRR2034334.889206-2/2	0.0
SRR2034334.895274-1/2	1.0
SRR2034334.895274-2/2	0.0
SRR2034334.899554-1/2	0.0
SRR2034334.899554-2/2	0.0
SRR2034334.904408-1/2	0.0
SRR2034334.904408-2/2	0.0
SRR2034334.906250-1/2	1.0
SRR2034334.906250-2/2	1.0
SRR2034334.907967-1/2	0.0
SRR2034334.907967-2/2	1.0
SRR2034334.908019-1/2	0.0
SRR2034334.908019-2/2	0.0
SRR2034334.908957-1/2	0.0
SRR2034334.908957-2/2	0.0
SRR2034334.914517-1/2	0.0
SRR2034334.914517-2/2	0.0
SRR2034334.916300-1/2	0.0
SRR2034334.916300-2/2	0.0
SRR2034334.916316-1/2	0.0
SRR2034334.916316-2/2	0.0
SRR2034334.916624-1/2	0.0
SRR2034334.916624-2/2	0.0
SRR2034334.919089-1/2	0.0
SRR2034334.919089-2/2	0.0
SRR2034334.91981-1/2	0.0
SRR2034334.91981-2/2	0.0
SRR2034334.921375-1/2	0.0
SRR2034334.921375-2/2	0.0
SRR2034334.922683-1/2	0.0
SRR2034334.922683-2/2	0.0
SRR2034334.922866-1/2	0.0
SRR2034334.922866-2/2	0.0
SRR2034334.922985-1/2	0.0
SRR2034334.922985-2/2	0.0
SRR2034334.926094-1/2	1.0
SRR2034334.926094-2/2	0.0
SRR2034334.931366-1/2	0.0
SRR2034334.931366-2/2	0.0
SRR2034334.936418-1/2	0.0
SRR2034334.936418-2/2	0.0
SRR2034334.937666-1/2	0.0
SRR2034334.937666-2/2	0.0
SRR2034334.938604-1/2	0.0
SRR2034334.938604-2/2	0.0
SRR2034334.940070-1/2	0.0
SRR2034334.940070-2/2	0.0
SRR2034334.94935-1/2	0.0
SRR2034334.94935-2/2	1.0
SRR2034334.99655-1/2	0.0
SRR2034334.99655-2/2	0.0
